Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Churn,Int'l Plan,VMail Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone
109,0,175,251,289,10,1,0,0,0,125,30,87,21,74,13,9,3,AR,510,374-5530
138,0,88,267,215,10,2,0,0,0,112,15,107,23,104,10,10,3,AZ,415,332-3381
73,0,203,142,201,9,0,0,0,0,45,35,87,12,71,9,6,2,SC,415,344-9347
21,0,93,162,285,11,5,1,0,0,95,16,70,14,78,13,3,3,KY,415,412-1991
148,21,263,150,141,8,1,0,0,1,135,45,96,13,109,6,4,2,AL,415,393-4528
103,0,161,156,254,9,1,0,0,0,91,27,82,13,103,11,3,2,NE,408,347-2378
143,22,142,167,178,8,1,0,0,1,116,24,99,14,130,8,3,2,MT,408,385-2699
79,32,51,201,147,4,2,0,0,1,62,9,87,17,121,7,4,1,MN,408,383-4319
89,0,135,156,198,10,1,0,0,0,59,23,152,13,112,9,5,3,NV,415,352-7915
120,0,252,226,156,14,1,0,0,0,110,43,103,19,83,7,3,4,CA,415,375-5547
121,41,216,242,147,10,1,0,0,1,95,37,92,21,108,7,3,3,UT,415,337-2348
101,0,125,257,193,13,0,0,0,0,66,21,85,22,115,9,4,4,IL,415,342-8702
115,0,179,271,246,16,2,0,0,0,114,30,96,23,94,11,5,4,DC,408,393-5802
168,0,183,179,293,10,2,0,0,0,131,31,73,15,100,13,5,3,IN,415,384-2219
90,0,168,139,138,13,1,0,0,0,96,28,104,12,87,6,1,4,NM,415,347-6164
70,0,147,200,235,13,3,0,0,0,105,25,135,17,65,11,9,3,MS,510,376-9940
138,0,230,212,175,13,1,0,0,0,107,39,120,18,119,8,4,4,VT,415,354-4352
43,0,136,163,230,13,0,0,0,0,125,23,88,14,106,10,3,3,VT,408,331-8713
117,20,206,136,159,9,2,0,0,1,98,35,107,12,147,7,3,2,UT,510,341-3663
108,0,74,143,170,11,2,0,0,0,105,13,114,12,98,8,3,3,KY,408,376-4665
118,0,189,234,271,10,2,0,0,0,119,32,112,20,104,12,1,3,VA,408,421-9034
169,0,147,162,142,7,3,0,0,0,115,25,123,14,103,6,6,2,OH,408,401-5169
62,42,137,184,231,10,0,0,0,1,95,23,94,16,70,10,3,3,AZ,408,370-8262
86,0,71,211,175,0,2,0,0,0,125,12,113,18,107,8,0,0,NY,510,387-2041
44,0,205,205,165,11,0,0,0,0,117,35,94,17,84,7,5,3,VA,408,356-4146
111,0,123,214,185,12,5,1,0,0,88,21,84,18,88,8,2,3,MD,510,372-8883
127,19,130,161,265,12,2,0,0,1,115,22,101,14,63,12,3,3,MA,510,336-1880
151,0,199,210,282,12,0,0,1,0,70,34,106,18,126,13,4,3,IL,415,347-5843
53,0,145,234,209,8,2,0,0,0,116,25,82,20,95,9,5,2,LA,415,370-8023
15,0,135,153,225,8,2,0,0,0,101,23,79,13,83,10,5,2,MO,415,417-9814
123,28,125,250,216,8,1,0,0,1,105,21,78,21,128,10,8,2,DC,408,387-3422
137,0,216,145,187,12,1,0,0,0,76,37,118,12,129,8,4,3,PA,415,365-1664
106,0,119,228,198,8,2,0,0,0,142,20,139,19,61,9,9,2,TN,415,367-2436
88,0,144,156,215,8,3,0,0,0,116,25,74,13,90,10,10,2,NJ,510,344-6258
106,0,235,221,236,12,1,0,0,0,121,40,87,19,91,11,4,3,VA,415,353-8928
95,0,174,281,197,10,0,0,0,0,57,30,118,24,94,9,2,3,TN,510,365-7784
57,0,115,122,245,6,0,1,1,0,65,20,96,10,75,11,1,2,NJ,510,330-2635
184,0,152,179,229,13,2,0,0,0,93,26,77,15,111,10,8,4,WA,408,344-3131
109,0,153,234,329,10,3,0,0,0,102,26,77,20,74,15,9,3,AR,510,378-4294
127,0,219,150,205,9,2,0,0,0,93,37,130,13,131,9,5,2,WI,415,343-9365
82,0,265,179,175,11,2,0,0,0,122,45,102,15,90,8,9,3,WA,510,362-5579
180,0,143,181,184,10,1,0,0,0,134,24,113,15,87,8,4,3,RI,415,366-7616
174,0,190,253,221,7,2,0,0,0,98,32,70,21,97,10,9,2,ME,415,397-2870
92,0,185,262,240,12,2,1,0,0,60,31,73,22,120,11,6,3,CO,415,408-3262
81,0,115,225,153,18,1,0,0,0,99,20,117,19,98,7,2,5,CO,408,372-9091
125,0,113,169,157,9,2,1,0,0,108,19,107,14,61,7,5,2,RI,408,410-3159
119,0,294,233,195,9,0,1,0,0,100,50,53,20,64,9,1,2,CT,408,344-5181
122,0,216,168,207,6,3,0,0,0,86,37,59,14,67,9,8,2,NC,415,396-8662
34,0,129,209,202,14,1,0,0,0,80,22,93,18,103,9,7,4,WY,408,339-6446
138,28,211,313,178,11,3,1,1,1,117,36,98,27,118,8,2,3,OR,415,384-7236
90,24,71,182,187,13,1,0,0,1,82,12,103,15,111,8,1,3,FL,415,353-5257
73,0,95,253,175,14,2,0,0,0,121,16,83,22,86,8,2,4,KY,408,369-7295
19,0,259,270,175,10,1,1,0,0,116,44,109,23,130,8,3,3,SC,510,408-5322
120,28,216,285,192,7,1,0,0,1,123,37,76,24,78,9,3,2,WA,408,344-9620
160,0,98,268,255,13,3,0,0,0,113,17,69,23,62,11,4,4,MT,415,329-8436
141,0,147,170,239,8,0,0,0,0,121,25,125,14,112,11,5,2,PA,510,414-6739
90,0,158,234,210,12,2,0,0,0,72,27,93,20,86,9,5,3,MA,408,406-1730
72,0,140,224,241,13,2,0,0,0,117,24,96,19,93,11,4,3,VT,415,336-9327
117,21,153,263,135,12,1,0,0,1,112,26,110,22,85,6,7,3,MN,408,378-7418
79,0,104,319,240,8,2,0,1,0,134,18,111,27,124,11,4,2,IL,408,412-6019
87,0,186,192,200,7,1,0,0,0,119,32,83,16,96,9,4,2,AR,408,390-4789
102,0,130,354,146,11,1,0,0,0,56,22,118,30,93,7,3,3,MD,415,386-9774
49,0,237,221,147,9,1,0,0,0,91,40,146,19,114,7,2,2,MT,408,353-8970
67,0,260,208,208,10,6,0,0,0,107,44,104,18,115,9,2,3,VT,408,410-5370
107,0,167,164,186,7,2,0,0,0,100,28,79,14,100,8,5,2,CO,415,404-4421
190,0,182,212,233,9,2,0,0,0,101,31,95,18,123,10,4,3,NC,408,409-3353
118,0,113,150,204,11,2,0,0,0,80,19,87,13,115,9,4,3,WA,510,422-2571
120,0,186,235,256,17,0,0,0,0,133,32,149,20,78,12,6,5,TN,415,412-3404
94,0,136,165,138,10,0,0,0,0,114,23,118,14,71,6,5,3,AR,408,333-2964
115,29,223,190,201,12,1,0,0,1,81,38,109,16,87,9,2,3,DC,510,406-6669
61,0,197,265,211,9,1,0,0,0,67,34,106,22,116,9,6,2,MN,415,409-8802
143,33,141,186,210,8,1,0,0,1,130,24,114,16,111,9,6,2,IA,510,354-6183
110,0,208,95,179,8,1,0,0,0,69,35,94,8,129,8,11,2,KS,510,354-2434
104,0,119,178,256,12,1,0,0,0,92,20,109,15,98,12,4,3,ND,415,389-7620
16,0,153,230,148,11,1,0,0,0,65,26,90,20,94,7,8,3,MT,510,338-1724
183,0,108,184,177,14,0,0,0,0,87,18,116,16,109,8,2,4,IL,510,399-1750
147,0,169,188,217,14,2,0,0,0,92,29,107,16,95,10,8,4,DC,408,354-8914
58,0,247,304,105,9,2,1,0,0,116,42,103,26,94,5,2,3,KY,415,409-2983
102,0,224,243,148,12,3,0,1,0,81,38,90,21,66,7,8,3,MS,510,329-9689
123,0,167,222,244,13,3,0,0,0,98,28,77,19,114,11,4,3,TN,415,337-8950
64,43,118,144,158,9,1,0,0,1,100,20,108,12,91,7,6,2,IA,415,374-1836
103,0,191,227,230,8,2,0,0,0,62,32,53,19,96,10,3,2,AK,510,359-9454
152,0,318,153,123,10,1,1,0,0,60,54,100,13,63,6,7,3,MN,415,378-9542
124,0,312,180,169,13,1,1,0,0,112,53,109,15,94,8,4,3,WV,415,344-1970
97,0,146,203,152,13,1,0,0,0,121,25,141,17,120,7,2,4,OR,415,417-2774
131,0,132,179,251,16,1,1,0,0,95,22,109,15,129,11,3,4,MS,415,333-9002
57,33,193,232,226,11,2,0,0,1,105,33,79,20,90,10,11,3,ME,415,369-8576
157,0,185,213,196,9,2,0,0,0,92,31,85,18,85,9,5,2,MN,510,372-6920
194,0,193,169,225,12,0,0,0,0,106,33,150,14,122,10,4,3,GA,510,333-6575
66,0,146,197,230,8,1,0,0,0,107,25,99,17,106,10,2,2,DC,415,410-1190
155,0,71,304,183,9,0,0,0,0,90,12,119,26,103,8,4,2,GA,510,376-1641
123,0,123,190,170,13,4,1,0,0,104,21,117,16,95,8,5,3,NY,415,329-6731
116,0,205,141,273,8,2,0,0,0,90,35,114,12,96,12,4,2,OK,510,393-3976
63,0,129,241,238,13,1,0,0,0,78,22,133,20,121,11,6,3,OK,415,388-7355
64,0,217,211,180,11,3,0,0,0,78,37,115,18,116,8,5,3,GA,510,412-7791
96,0,150,219,212,10,3,0,0,0,122,26,116,19,89,10,1,3,NJ,510,368-6111
53,0,164,206,195,11,1,0,0,0,106,28,56,18,124,9,2,3,MN,415,401-9420
105,0,212,227,194,9,3,0,0,0,113,36,128,19,114,9,7,2,ME,510,352-5750
53,37,167,195,237,12,2,0,0,1,99,28,99,17,112,11,9,3,MI,510,417-3702
101,0,154,217,185,14,1,0,0,0,130,26,101,18,52,8,4,4,MT,415,353-5714
129,30,177,212,240,9,3,0,0,1,95,30,102,18,108,11,7,3,NE,510,409-9494
122,0,231,268,240,9,1,1,0,0,141,39,136,23,100,11,5,2,ND,408,395-1901
163,0,203,179,204,13,5,0,0,0,100,34,46,15,116,9,3,3,VA,415,378-8342
93,0,150,201,181,14,0,0,0,0,120,25,85,17,107,8,9,4,VT,408,417-6044
115,0,345,203,218,12,1,1,1,0,81,59,106,17,107,10,8,3,OH,510,348-1163
25,0,265,281,166,8,1,1,0,0,80,45,66,24,80,7,4,2,AL,408,337-4600
73,0,122,138,224,6,1,0,0,0,92,21,114,12,128,10,5,2,DC,408,355-5922
120,0,177,270,232,14,2,0,0,0,88,30,99,23,90,10,2,4,ND,415,369-5810
196,0,133,207,222,10,1,0,0,0,80,23,120,18,96,10,8,3,TN,415,340-8291
97,0,225,280,234,9,0,1,0,0,90,38,127,24,103,11,4,2,DE,510,354-7397
148,0,208,174,311,11,1,0,0,0,120,35,99,15,105,14,4,3,NY,408,407-7464
85,30,173,247,159,12,1,0,0,1,107,29,101,21,104,7,5,3,AL,408,386-6411
86,0,162,167,129,11,2,1,1,0,131,28,102,14,118,6,2,3,OK,510,397-3746
78,13,281,178,244,6,2,0,0,1,93,48,101,15,129,11,5,2,MS,415,410-5236
106,0,208,169,102,16,3,0,0,0,89,35,67,14,90,5,4,4,MD,415,409-2412
147,38,243,274,283,14,2,0,0,1,126,41,109,23,91,13,8,4,NE,415,400-7280
145,0,224,315,183,16,1,1,0,0,89,38,121,27,121,8,3,4,AR,415,332-5820
91,0,189,239,90,10,3,0,0,0,100,32,107,20,89,4,3,3,IL,415,373-4483
81,46,168,271,223,7,4,0,0,1,124,29,103,23,98,10,2,2,IN,408,347-6717
116,24,233,152,344,11,1,0,0,1,90,40,94,13,82,15,6,3,UT,415,380-2929
69,37,155,142,144,6,1,0,0,1,98,26,105,12,117,6,4,2,LA,415,420-7692
135,0,154,204,159,12,0,0,0,0,130,26,90,17,59,7,3,3,ID,510,380-6437
73,0,235,196,253,8,2,0,0,0,102,40,110,17,71,11,8,2,KY,510,377-8309
48,0,240,141,129,7,1,0,0,0,88,41,117,12,137,6,9,2,MI,415,407-2718
125,0,298,271,107,12,0,1,1,0,78,51,142,23,84,5,2,3,NH,415,357-1938
100,0,166,236,134,11,1,0,0,0,102,28,97,20,93,6,4,3,WV,415,381-3735
165,33,112,213,268,16,0,0,0,1,140,19,111,18,115,12,3,4,OR,415,409-8453
64,0,175,180,179,11,2,0,0,0,98,30,103,15,89,8,2,3,SD,415,395-6758
116,27,176,211,295,7,1,0,1,1,137,30,60,18,121,13,5,2,MD,510,399-5424
147,35,158,190,227,11,3,1,1,1,109,27,67,16,76,10,2,3,ND,408,409-4671
115,0,206,176,297,11,1,0,0,0,113,35,102,15,119,13,7,3,TN,415,374-6525
84,35,208,201,165,8,4,0,0,1,138,35,116,17,107,7,16,2,MO,415,406-8665
86,16,145,206,255,12,4,0,0,1,105,25,111,18,117,11,2,3,IL,510,342-7716
134,0,259,130,194,11,2,0,0,0,85,44,114,11,106,9,7,3,UT,415,417-2221
105,0,227,182,204,12,0,1,0,0,106,39,77,15,107,9,2,3,MI,415,376-5213
88,0,153,171,257,12,2,0,0,0,119,26,107,15,106,12,5,3,AR,408,348-7448
90,27,157,237,123,13,2,0,0,1,51,27,118,20,111,6,6,3,TX,408,328-8179
86,0,151,296,247,13,1,0,0,0,85,26,88,25,104,11,1,3,AK,408,389-4602
37,0,221,205,118,7,4,0,0,0,126,38,110,17,98,5,3,2,TN,415,413-2238
141,32,322,283,210,7,1,1,0,1,92,55,107,24,111,9,3,2,NH,415,402-3370
148,0,154,262,226,10,2,0,0,0,148,26,87,22,99,10,3,3,NM,408,348-6008
163,22,215,139,146,12,2,0,0,1,91,37,102,12,109,7,2,3,MN,408,371-5655
89,35,174,197,127,12,1,0,0,1,108,30,100,17,74,6,3,3,IA,415,374-5224
63,0,181,230,233,11,0,0,0,0,126,31,98,20,73,10,3,3,RI,415,371-1187
102,0,123,182,245,13,2,0,0,0,106,21,102,15,75,11,7,3,AL,415,337-1100
76,0,166,257,171,10,1,0,0,0,94,28,80,22,114,8,4,3,NC,510,421-8141
104,0,200,119,237,6,2,0,0,0,92,34,87,10,65,11,6,2,SD,408,406-2678
109,0,155,288,208,6,3,0,0,0,82,26,109,24,80,9,9,2,MT,510,415-9649
105,0,125,262,242,11,2,0,0,0,116,21,95,22,104,11,9,3,HI,510,364-8128
63,33,184,313,264,12,1,0,0,1,111,31,89,27,55,12,4,3,MT,415,356-7817
105,24,275,194,300,11,3,0,0,1,99,47,118,16,109,13,3,3,KY,415,404-6357
68,39,142,242,302,11,1,0,1,1,140,24,89,21,72,14,5,3,DC,415,398-2138
63,21,152,148,210,10,1,0,1,1,99,26,89,13,114,9,4,3,CO,408,378-8029
74,0,125,133,160,11,3,0,0,0,114,21,121,11,85,7,7,3,MI,415,386-4215
76,0,179,223,188,12,0,0,0,0,85,30,66,19,113,8,2,3,AL,415,367-8156
91,0,246,182,158,12,2,1,1,0,110,42,98,15,106,7,2,3,KS,408,382-8079
101,0,233,186,153,12,5,0,0,0,114,40,123,16,122,7,6,3,NC,415,354-2985
116,0,288,256,233,13,0,1,0,0,120,49,90,22,99,11,4,4,SC,408,373-6922
131,23,171,237,295,13,1,0,0,1,145,29,93,20,100,13,1,3,CO,415,397-7125
84,0,216,198,218,10,1,0,0,0,114,37,107,17,104,10,3,3,MN,415,333-6296
104,0,139,215,164,5,2,0,0,0,100,24,58,18,98,7,4,1,WY,415,365-6022
108,0,211,239,254,9,3,0,0,0,112,36,73,20,90,11,5,2,FL,510,365-1688
111,0,182,158,266,10,0,0,0,0,117,31,91,13,123,12,9,3,NY,415,382-4872
155,30,62,255,226,12,1,0,0,1,103,10,110,22,96,10,5,3,OK,408,367-6136
66,0,208,197,262,7,1,0,0,0,85,35,112,17,83,12,3,2,ME,510,404-3592
64,0,219,167,161,10,1,0,0,0,73,37,65,14,119,7,5,3,NE,510,415-2949
69,0,227,259,170,9,2,0,0,0,122,39,111,22,87,8,1,2,OH,415,375-8880
116,0,246,240,159,9,3,0,0,0,73,42,87,20,89,7,5,2,CT,415,335-6832
101,0,257,185,109,14,0,0,0,0,84,44,115,16,109,5,7,4,DC,415,361-8367
15,0,121,216,235,16,2,0,0,0,130,21,86,18,33,11,5,4,OK,415,408-2002
88,0,302,258,133,13,4,1,0,0,136,51,72,22,118,6,2,4,NJ,415,347-8659
197,0,234,219,183,10,0,0,0,0,96,40,111,19,109,8,3,3,IA,415,376-2922
50,0,100,309,161,14,2,1,1,0,108,17,102,26,62,7,6,4,VA,415,382-2182
172,0,170,183,395,13,2,0,0,0,123,29,94,16,72,18,7,3,VA,510,408-2089
188,26,199,167,199,14,1,1,1,1,115,34,67,14,118,9,3,4,NM,415,369-6890
85,0,116,230,204,10,3,0,1,0,86,20,127,20,109,9,3,3,FL,408,347-2951
103,0,256,141,309,12,1,1,1,0,128,44,92,12,130,14,2,3,RI,510,420-6324
136,27,188,221,146,10,3,0,0,1,84,32,147,19,110,7,4,3,NJ,408,402-7650
155,21,196,214,88,9,0,0,0,1,91,33,84,18,111,4,4,2,NE,408,391-2702
145,0,129,185,205,1,2,0,0,0,97,22,101,16,106,9,2,0,WV,415,383-3375
116,12,221,151,179,9,2,0,0,1,108,38,118,13,80,8,6,2,WY,510,392-2733
152,0,141,187,227,10,2,0,0,0,92,24,96,16,89,10,5,3,SC,408,397-9933
65,0,278,156,257,9,0,1,1,0,123,47,112,13,71,12,10,2,MS,415,383-9306
180,0,225,250,216,7,3,1,0,0,105,38,101,21,73,10,5,2,ND,415,369-1929
67,0,109,217,188,13,0,0,0,0,117,19,124,18,141,8,6,3,IL,415,369-4377
60,0,208,124,292,6,0,0,0,0,109,35,112,11,115,13,9,2,OR,415,366-9430
138,0,206,257,209,12,0,0,0,0,96,35,94,22,63,9,8,3,UT,510,353-7407
44,0,309,151,199,7,4,1,0,0,139,52,94,13,66,9,3,2,IA,415,359-7426
25,0,243,209,220,14,2,0,0,0,69,41,117,18,82,10,6,4,ME,510,332-7391
145,0,230,138,251,3,1,0,0,0,82,39,103,12,109,11,3,1,WY,408,405-6559
122,28,166,234,170,8,2,0,0,1,62,28,88,20,84,8,3,2,WI,510,338-8784
121,0,145,201,209,13,0,1,0,0,126,25,82,17,81,9,9,4,SC,415,415-6347
55,0,106,124,96,13,0,0,1,0,77,18,100,11,92,4,3,3,DC,510,354-5058
77,0,222,166,210,13,1,0,0,0,84,38,125,14,72,9,4,4,CT,415,342-5701
12,0,205,213,182,10,2,0,0,0,98,35,90,18,95,8,7,3,OR,415,378-4179
64,0,214,167,122,14,3,0,0,0,93,36,114,14,78,5,3,4,OR,510,407-6391
92,44,152,275,162,10,2,0,0,1,95,26,73,23,121,7,1,3,NV,415,404-3105
125,29,261,164,272,17,1,1,1,1,81,44,112,14,117,12,6,5,MN,415,390-9735
160,0,166,317,160,10,1,0,0,0,117,28,129,27,121,7,2,3,OK,408,350-4820
79,0,178,167,224,15,0,0,0,0,83,30,84,14,142,10,8,4,KS,415,383-8807
36,0,235,197,260,7,3,0,0,0,97,40,104,17,110,12,7,2,RI,415,366-8382
102,0,187,174,251,10,2,0,0,0,92,32,123,15,131,11,4,3,DC,415,402-9704
138,0,268,174,194,12,1,0,1,0,81,46,115,15,96,9,4,3,IL,408,405-2209
164,0,192,250,133,7,3,0,0,0,95,33,94,21,100,6,3,2,UT,510,397-3939
125,0,241,269,187,10,0,1,0,0,82,41,85,23,74,8,3,3,MN,415,343-2689
72,0,180,150,168,10,2,0,0,0,113,31,112,13,79,8,7,3,WI,408,383-9448
74,0,314,222,259,12,3,1,0,0,86,53,99,19,121,12,5,3,MI,415,359-6232
134,41,162,325,160,12,0,0,0,1,82,28,77,28,112,7,5,3,MI,415,369-9772
145,0,176,274,227,12,1,0,0,0,89,30,119,23,69,10,4,3,MA,415,381-7003
136,0,109,208,135,12,0,0,0,0,91,19,111,18,107,6,5,3,AL,510,352-6732
209,0,255,231,218,9,3,1,0,0,124,43,110,20,69,10,5,2,SC,510,388-7540
66,0,209,173,265,8,3,0,1,0,84,35,88,15,107,12,3,2,WI,415,356-3333
152,20,215,97,171,8,1,0,0,1,108,36,82,8,145,8,5,2,VT,510,333-9664
162,0,49,144,203,12,1,0,0,0,121,8,136,12,97,9,13,3,CT,408,363-3763
72,0,141,135,228,11,2,0,0,0,133,24,96,11,97,10,3,3,OR,510,345-7900
101,0,253,238,154,10,4,0,0,0,89,43,114,20,85,7,7,3,HI,415,400-5511
125,0,206,198,136,13,0,0,0,0,128,35,71,17,116,6,3,4,WV,415,381-7597
46,0,40,172,145,9,2,0,0,0,105,7,83,15,89,7,2,2,RI,408,404-9775
132,0,291,234,192,9,1,1,0,0,104,50,132,20,87,9,3,2,MI,408,389-4608
193,31,71,125,156,12,0,0,0,1,58,12,105,11,108,7,3,3,ME,415,403-1742
63,0,262,245,202,15,0,1,0,0,69,45,135,21,94,9,4,4,WV,510,328-9797
124,0,191,262,182,10,1,0,0,0,134,33,113,22,111,8,3,3,NE,510,359-9223
144,0,133,256,229,12,0,0,0,0,101,23,127,22,68,10,2,3,DC,415,336-7696
116,24,184,204,167,6,2,0,0,1,138,31,90,17,89,8,3,2,NH,408,369-2214
189,30,155,196,170,15,1,0,0,1,116,26,50,17,108,8,6,4,MD,415,411-1325
97,28,283,185,313,6,1,0,0,1,93,48,98,16,78,14,8,2,NH,408,410-7553
137,50,187,178,216,12,2,0,0,1,94,32,106,15,100,10,4,3,WV,510,376-4284
142,38,163,136,249,4,0,0,0,1,104,28,114,12,127,11,6,1,IL,415,334-2800
84,0,203,183,214,14,1,0,0,0,125,35,88,16,121,10,2,4,OK,510,369-1904
119,19,178,213,226,10,1,0,0,1,110,30,100,18,123,10,6,3,NH,415,359-3833
158,0,196,89,302,10,1,0,0,0,103,33,95,8,82,14,3,3,MI,415,348-5569
50,0,295,127,167,10,1,0,0,0,127,50,100,11,105,8,6,3,ND,415,342-1960
98,0,136,156,159,10,2,0,0,0,82,23,118,13,83,7,5,3,LA,408,352-9050
101,24,114,162,176,13,2,0,0,1,95,19,86,14,90,8,9,4,HI,415,390-5316
182,0,279,181,218,10,2,1,0,0,124,47,108,15,104,10,11,3,NJ,415,418-8568
51,0,169,140,197,12,0,0,0,0,111,29,69,12,87,9,3,3,WV,408,401-4844
117,0,214,138,149,10,2,0,0,0,94,36,149,12,102,7,1,3,NC,510,376-5471
92,0,256,143,181,12,0,0,1,0,125,43,111,12,101,8,3,3,PA,415,409-2917
86,0,148,285,166,6,2,0,0,0,71,25,91,24,155,7,3,2,MI,408,369-6308
122,0,119,224,212,9,2,0,0,0,93,20,103,19,122,10,4,2,WY,415,357-7385
156,27,192,200,244,15,1,0,0,1,137,33,115,17,112,11,8,4,NJ,408,405-7119
127,0,245,217,243,14,0,1,0,0,91,42,92,18,128,11,6,4,NJ,510,405-3309
130,0,216,364,127,17,5,1,1,0,106,37,86,31,123,6,2,5,NC,408,384-4938
158,0,172,257,235,0,2,0,0,0,114,29,69,22,104,11,0,0,NM,408,377-2725
145,30,175,153,234,11,1,0,1,1,107,30,116,13,85,11,3,3,MS,510,405-6398
90,26,169,189,213,13,0,1,1,1,104,29,104,16,76,10,3,4,TX,415,355-9366
127,27,3,254,243,9,3,0,0,1,113,0,102,22,156,11,5,2,OK,510,403-1128
109,0,184,212,243,10,1,0,0,0,143,31,105,18,116,11,2,3,ID,415,384-9682
88,0,182,152,143,8,1,0,0,0,90,31,87,13,100,6,3,2,AL,415,352-5393
101,9,160,210,139,11,0,0,0,1,116,27,121,18,65,6,9,3,WY,510,395-1229
171,0,190,174,257,10,0,0,0,0,122,32,85,15,84,12,1,3,HI,510,361-9195
21,0,223,217,215,12,1,0,0,0,142,38,114,18,111,10,2,3,VA,415,351-6366
145,31,216,225,235,11,2,0,0,1,94,37,123,19,109,11,1,3,WV,408,346-4919
90,0,199,267,243,8,2,0,0,0,124,34,100,23,80,11,7,2,DE,415,354-9068
33,0,160,195,102,7,1,0,0,0,115,27,118,17,86,5,7,2,CA,408,369-2743
61,40,105,181,174,10,2,1,0,1,78,18,100,15,115,8,2,3,PA,408,343-1347
107,0,205,162,155,13,3,0,0,0,108,35,110,14,102,7,1,4,CO,415,336-5495
147,0,274,232,284,6,0,1,0,0,92,47,82,20,83,13,1,2,MD,408,376-4292
117,0,159,182,177,8,2,0,0,0,84,27,91,15,67,8,10,2,AL,510,391-8677
95,0,230,202,171,14,1,0,0,0,116,39,110,17,105,8,6,4,AL,415,350-7273
186,0,138,188,146,9,1,0,0,0,97,23,118,16,85,7,6,2,KS,510,400-6454
128,0,179,270,191,8,0,0,0,0,94,31,92,23,88,9,4,2,MI,415,422-3052
55,39,139,178,247,8,3,0,0,1,101,24,117,15,104,11,1,2,AK,408,365-6756
134,0,8,171,187,13,2,0,0,0,86,1,100,15,80,8,2,3,OH,415,406-4158
96,23,183,147,350,11,1,0,0,1,88,31,89,13,108,16,7,3,IN,415,383-4641
107,0,207,262,149,11,0,0,0,0,79,35,117,22,69,7,3,3,SC,415,368-5165
123,0,140,154,50,13,2,0,0,0,106,24,101,13,87,2,1,3,KS,415,378-2432
35,0,179,283,285,6,2,0,0,0,59,30,101,24,83,13,7,2,OK,415,362-4159
74,0,177,240,237,12,0,0,0,0,136,30,104,20,133,11,3,3,WI,408,363-7979
130,0,116,168,142,13,1,0,0,0,129,20,104,14,124,6,9,3,IN,408,334-9818
137,0,237,177,263,14,0,1,1,0,103,40,84,15,81,12,4,4,IL,408,352-5787
88,0,182,187,220,11,1,0,0,0,116,31,119,16,96,10,7,3,TN,415,332-3617
80,0,52,164,169,10,3,0,0,0,90,9,98,14,80,8,4,3,DC,408,327-9957
116,19,156,185,193,8,3,0,0,1,104,26,118,16,116,9,2,2,NC,408,338-7527
123,23,245,265,240,15,2,0,0,1,88,42,105,23,108,11,3,4,RI,510,348-8711
120,0,132,163,201,11,1,0,0,0,99,22,109,14,116,9,3,3,MS,415,421-3226
146,0,111,313,216,11,1,0,1,0,126,19,95,27,82,10,6,3,VA,415,391-4358
106,9,89,325,80,8,3,0,0,1,100,15,109,28,86,4,4,2,KY,510,379-2523
121,44,116,150,247,12,1,0,0,1,85,20,120,13,98,11,2,3,NV,408,419-2369
137,0,156,133,253,9,1,0,0,0,81,26,94,11,77,11,2,2,WI,510,382-1227
84,30,107,226,189,6,2,0,0,1,65,18,108,19,61,8,3,2,NH,408,409-5749
67,31,175,199,220,13,1,0,0,1,68,30,73,17,99,10,6,4,NE,510,362-7951
161,0,155,178,173,6,4,1,0,0,84,26,125,15,90,8,2,2,WI,408,415-3537
134,34,247,226,186,6,2,1,0,1,105,42,133,19,76,8,5,2,NJ,510,373-3959
62,32,218,237,192,13,0,1,1,1,93,37,132,20,137,9,3,4,ME,415,358-1346
120,24,228,235,166,9,1,0,0,1,81,39,71,20,128,7,13,2,WY,415,381-8422
130,30,185,250,158,7,0,0,0,1,117,31,141,21,103,7,7,2,IN,408,360-9005
20,0,187,253,273,12,2,0,0,0,89,32,51,22,105,12,6,3,WI,408,344-5967
68,0,159,212,198,10,1,0,0,0,119,27,105,18,101,9,3,3,VT,415,396-6390
112,0,209,213,178,9,0,0,0,0,150,35,104,18,98,8,4,2,CA,415,346-5036
77,0,186,212,282,11,3,0,0,0,95,32,98,18,81,13,4,3,IN,408,328-7252
109,0,223,170,264,9,2,0,0,0,74,38,75,14,94,12,3,2,SC,415,360-1745
108,0,201,171,237,12,3,0,0,0,101,34,86,15,113,11,3,3,IN,415,358-2046
79,17,168,244,212,9,1,0,0,1,114,29,93,21,114,10,2,2,IA,415,344-6935
119,0,239,244,231,11,3,1,0,0,88,41,79,21,92,10,3,3,MD,408,401-9665
38,0,176,212,138,9,5,1,0,0,109,30,97,18,109,6,3,2,MN,510,399-5291
109,29,111,264,225,9,6,1,0,1,90,19,98,22,128,10,6,2,AR,415,409-6588
78,0,88,215,201,11,1,0,0,0,74,15,58,18,147,9,6,3,MS,415,358-5721
134,0,244,247,200,7,0,0,0,0,99,42,111,21,133,9,2,2,MN,415,414-7446
47,27,165,127,284,8,2,0,0,1,89,28,118,11,95,13,4,2,WA,415,329-9517
59,27,127,103,164,9,0,0,0,1,110,22,99,9,73,7,3,2,MS,408,415-9553
